emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,id
-0.012056901,-0.06698962,-0.017777778,-0.24415225,-0.19291042,0.029773165,0.2679585,0.07972319,-0.11374087,-0.019930797,-0.035432525,0.06299116,-0.055363324,0.035432525,-0.10851211,0.06698962,0.017777778,0.05173395,-0.03254133,0.16,-0.17937717,0.21413302,0.06698962,-0.153787,-0.16,0.03844675,0.10851211,0.035432525,-0.1417301,0.17279507,0.11374087,-0.09356401,-0.035432525,0.11909266,0.010396002,0.022206843,0.17937717,-0.010396002,-0.11374087,-0.05173395,0.25196463,-0.25990003,0.1417301,0.17279507,-0.09842368,-0.0022145328,-0.17937717,-0.09842368,0.153787,0.11909266,-0.09842368,-0.08882737,-0.008858131,0.17937717,0.103406385,-0.007443291,0.09842368,-0.010396002,-0.19986159,-0.00615148,0.19291042,-0.17937717,-0.1417301,-0.019930797,325
0.14769705,0.03254133,-0.055363324,-0.044844292,-0.01574779,-0.048227604,0.1417301,0.19986159,0.13588619,0.01574779,0.06299116,-0.1417301,-0.029773165,0.09356401,-0.055363324,0.06299116,-0.24415225,-0.010396002,0.029773165,-0.19291042,0.09842368,-0.02460592,-0.09842368,0.103406385,-0.2214533,0.153787,-0.06299116,0.16,-0.09356401,-0.16,-0.19986159,-0.09356401,-0.103406385,-0.16633603,-0.07972319,-0.07111111,0.06698962,-0.06698962,-0.17937717,0.08882737,-0.09356401,-0.11374087,-0.17279507,0.017777778,0.13016532,-0.1417301,-0.17937717,0.048227604,-0.14769705,-0.044844292,-0.05173395,0.059115727,-0.022206843,0.36472127,-0.07972319,-0.13588619,0.12456747,0.03844675,-0.11374087,-0.07972319,0.03254133,-0.019930797,-0.029773165,-0.30142254,326
-0.09842368,-0.055363324,0.05173395,-0.1417301,0.12456747,0.029773165,0.18608227,-0.09356401,0.007443291,0.035432525,-0.004982699,0.13016532,-0.103406385,0.13588619,-0.11374087,0.17937717,-0.044844292,0.09842368,0.18608227,-0.14769705,-0.044844292,-0.14769705,0.02460592,0.21413302,0.17279507,0.02460592,0.17937717,0.11374087,0.11909266,-0.19986159,-0.017777778,0.044844292,0.25990003,0.11909266,-0.022206843,0.153787,-0.13588619,-0.07972319,-0.08421376,0.19986159,0.07111111,-0.035432525,-0.035432525,0.048227604,0.08421376,-0.17937717,-0.027128028,0.103406385,0.2364629,-0.17279507,-0.24415225,-0.02460592,0.075355634,-0.17279507,0.25990003,-0.11374087,-0.10851211,-0.06698962,-0.09356401,-0.010396002,-0.09842368,-0.041584007,0.029773165,0.059115727,355
-0.041584007,-0.022206843,0.16,0.008858131,-0.075355634,0.044844292,0.059115727,0.041584007,-0.03254133,0.0030142253,-0.05173395,0.03844675,-0.22889657,0.075355634,0.07972319,0.18608227,-0.11909266,0.2069358,-0.14769705,0.07972319,-0.10851211,0.07111111,0.13016532,0.075355634,0.103406385,-0.09842368,0.19986159,-0.08882737,-0.14769705,0.06698962,0.017777778,-0.0030142253,-0.2214533,-0.075355634,0.09356401,-0.012056901,-0.19986159,0.2214533,0.21413302,-0.01574779,0.02460592,-0.10851211,-0.22889657,0.1417301,-0.08421376,0.19291042,-0.06698962,-0.0030142253,-0.08421376,-0.029773165,0.18608227,0.18608227,-0.11374087,-0.08882737,0.18608227,0.09842368,0.09842368,0.03254133,-0.14769705,-0.27613994,-0.153787,0.00615148,0.00615148,0.16,389
0.027128028,-0.017777778,0.041584007,-0.103406385,0.2069358,0.09356401,0.09842368,0.1417301,-0.12456747,0.012056901,0.055363324,0.12456747,-0.103406385,0.07111111,0.02460592,-0.059115727,-0.24415225,-0.07972319,-0.055363324,-0.16,-0.06299116,-0.12456747,-0.008858131,0.07972319,0.07111111,-6.15148e-05,0.00615148,-0.044844292,0.22889657,-0.013840831,-0.09842368,-0.12456747,0.22889657,-0.13588619,0.05173395,0.24415225,-0.17937717,0.022206843,-0.13588619,0.13588619,0.010396002,-0.07972319,0.008858131,-0.16633603,0.019930797,0.03844675,0.11374087,0.1417301,0.16633603,-0.06299116,-0.0030142253,0.16,0.05173395,-0.2364629,0.07111111,-0.022206843,-0.075355634,-0.13588619,-0.3553095,0.048227604,-0.07972319,-0.24415225,-0.008858131,0.18608227,434
-0.03844675,-0.03254133,0.19986159,-0.029773165,-0.08882737,0.06698962,0.05173395,0.048227604,-0.029773165,0.022206843,-0.06698962,0.048227604,-0.21413302,0.09842368,0.07972319,0.19291042,-0.11909266,0.19986159,-0.11909266,0.06299116,-0.12456747,0.09356401,0.13016532,0.06299116,0.09842368,-0.11909266,0.18608227,-0.075355634,-0.11909266,0.048227604,0.017777778,0.010396002,-0.21413302,-0.055363324,0.048227604,-0.017777778,-0.22889657,0.2069358,0.2069358,0.0009842368,0.022206843,-0.06299116,-0.22889657,0.13016532,-0.08421376,0.17279507,-0.06299116,-0.035432525,-0.103406385,-0.029773165,0.21413302,0.18608227,-0.13588619,-0.13016532,0.16633603,0.08882737,0.12456747,0.03844675,-0.1417301,-0.28444445,-0.153787,0.02460592,0.022206843,0.12456747,490
-0.06299116,-0.0009842368,0.19986159,-0.007443291,-0.09356401,0.055363324,0.035432525,0.059115727,-0.05173395,-0.008858131,-0.055363324,0.019930797,-0.2069358,0.075355634,0.06698962,0.18608227,-0.11374087,0.19986159,-0.11909266,0.07972319,-0.14769705,0.075355634,0.14769705,0.075355634,0.09842368,-0.075355634,0.2069358,-0.08882737,-0.16,0.048227604,0.03844675,-0.00153787,-0.2069358,-0.044844292,0.08882737,-0.017777778,-0.2214533,0.21413302,0.18608227,-0.010396002,0.048227604,-0.08882737,-0.2364629,0.153787,-0.06299116,0.19986159,-0.06299116,-0.007443291,-0.09842368,-0.01574779,0.17279507,0.17279507,-0.11909266,-0.07111111,0.16,0.08882737,0.1417301,0.035432525,-0.16633603,-0.29287198,-0.16,0.007443291,0.02460592,0.153787,521
-0.22889657,-0.22889657,-0.11909266,-0.08421376,0.05173395,-0.08421376,0.11909266,0.06299116,0.10851211,-0.13016532,0.16,0.03844675,-0.07972319,0.13588619,-0.17279507,0.012056901,-0.17279507,0.09842368,0.019930797,0.059115727,-0.08421376,-0.035432525,-0.07111111,0.1417301,0.09356401,-0.007443291,0.2214533,-0.007443291,0.103406385,0.00615148,-0.16,-0.06698962,-0.0039369473,0.08421376,0.017777778,0.19291042,-0.22889657,-0.08882737,-0.103406385,0.06698962,-0.09842368,0.01574779,0.05173395,-0.044844292,-0.06698962,-0.103406385,0.10851211,-0.01574779,0.3100961,-0.30142254,-0.2364629,0.09356401,0.12456747,-0.2214533,0.19986159,-0.055363324,-0.013840831,-0.059115727,-0.035432525,-0.027128028,-0.017777778,-0.153787,-0.055363324,-0.103406385,539
-0.103406385,-0.027128028,-0.19291042,-0.13016532,0.13588619,0.08421376,0.16633603,-0.022206843,0.048227604,-0.055363324,-0.019930797,0.103406385,-0.16,0.08421376,-0.03844675,0.2069358,-0.13016532,0.14769705,0.14769705,-0.153787,-0.1417301,-0.16633603,-0.012056901,0.17279507,0.17279507,-0.103406385,0.2069358,-0.03844675,0.09842368,-0.075355634,0.00615148,-0.027128028,0.2214533,-0.01574779,0.11374087,0.16,-0.24415225,-0.1417301,-0.09842368,0.19291042,-0.008858131,0.059115727,-0.06299116,-0.03844675,0.03844675,-0.06299116,-0.0039369473,0.03254133,0.21413302,-0.09356401,-0.22889657,-0.041584007,-0.07111111,-0.2214533,0.24415225,-0.16,-0.03844675,-0.13588619,-0.03844675,0.0030142253,-0.035432525,-0.153787,-0.02460592,0.027128028,565
-0.1417301,-0.09356401,-0.19986159,-0.13588619,0.16,0.055363324,0.13588619,0.022206843,0.041584007,-0.010396002,-0.048227604,0.103406385,-0.13016532,0.1417301,-0.075355634,0.11374087,-0.18608227,0.18608227,0.19291042,-0.05173395,-0.14769705,-0.19291042,0.0030142253,0.153787,0.17279507,-0.075355634,0.16633603,-0.12456747,0.11909266,-0.048227604,-0.09356401,-0.044844292,0.153787,0.013840831,0.075355634,0.2364629,-0.16,-0.16,-0.059115727,0.22889657,0.00615148,0.08421376,-0.06698962,-0.059115727,0.022206843,-0.13016532,-0.0009842368,0.02460592,0.21413302,-0.14769705,-0.17937717,0.029773165,-0.00615148,-0.22889657,0.25196463,-0.09842368,-0.03254133,-0.13016532,-0.05173395,-0.06698962,-0.035432525,-0.13588619,0.004982699,-0.03254133,607
-0.01574779,0.035432525,0.29287198,-0.029773165,-0.153787,0.059115727,-0.03844675,0.075355634,-0.13016532,0.029773165,-0.10851211,0.013840831,-0.22889657,0.11909266,0.059115727,0.24415225,-0.11909266,0.103406385,-0.08421376,0.14769705,-0.08421376,-0.048227604,0.12456747,0.06698962,0.044844292,-0.044844292,0.21413302,-0.06299116,-0.12456747,0.027128028,0.008858131,0.027128028,-0.153787,-0.055363324,-0.029773165,-0.08882737,-0.2214533,0.25990003,0.21413302,-0.0022145328,0.09842368,-0.035432525,-0.153787,0.06299116,-0.153787,0.17279507,-0.05173395,-0.07111111,-0.10851211,-0.07111111,0.19986159,0.17279507,-0.06299116,-0.103406385,0.16,0.07972319,0.11909266,0.07111111,-0.13016532,-0.16,-0.2214533,0.041584007,0.055363324,0.12456747,614
0.027128028,0.07111111,0.05173395,-0.24415225,-0.14769705,0.010396002,0.22889657,0.14769705,0.07972319,-0.12456747,-0.03844675,0.10851211,-0.055363324,0.07111111,-0.1417301,0.10851211,-0.029773165,0.07972319,-0.09842368,0.008858131,-0.14769705,0.12456747,-0.06698962,-0.19291042,-0.19291042,-0.010396002,0.11909266,0.06698962,-0.13016532,0.2364629,-0.013840831,0.055363324,-0.06299116,0.29287198,-0.004982699,-0.008858131,0.10851211,-0.048227604,-0.2364629,-0.07972319,0.31889275,-0.24415225,0.14769705,0.06698962,-0.09842368,-0.044844292,-0.153787,0.041584007,0.153787,0.012056901,-0.022206843,-0.16633603,-0.048227604,-0.0009842368,0.07972319,-0.06299116,0.13016532,-0.0030142253,-0.03844675,0.041584007,0.11374087,-0.18608227,-0.035432525,-0.09842368,615
0.07972319,0.03844675,0.02460592,-0.07972319,0.059115727,-0.07972319,-0.12456747,0.14769705,0.048227604,-0.18608227,-0.0009842368,-0.06299116,-0.19986159,0.044844292,0.019930797,-0.12456747,-0.16,0.03844675,-0.03844675,0.07111111,-0.103406385,0.027128028,0.12456747,0.09356401,-0.0039369473,0.029773165,0.11909266,-0.055363324,-0.08882737,0.07972319,-0.24415225,0.17279507,-0.19291042,-0.06299116,0.19986159,-0.2069358,0.03254133,0.05173395,0.17937717,0.075355634,-0.03254133,-0.17937717,-0.24415225,-0.012056901,-0.048227604,-0.2214533,0.01574779,0.012056901,-0.13016532,0.075355634,0.16,0.21413302,-0.1417301,0.153787,0.17937717,0.14769705,0.17937717,-0.09842368,-0.2069358,-0.17937717,-0.14769705,0.013840831,0.05173395,0.041584007,623
-0.2069358,-0.14769705,-0.29287198,0.00615148,-0.07111111,-0.17937717,0.02460592,0.16633603,0.1417301,-0.12456747,0.10851211,-0.03844675,-0.041584007,0.08421376,-0.10851211,-0.022206843,-0.075355634,0.055363324,0.00615148,-0.008858131,-0.013840831,-0.14769705,-0.08421376,0.11374087,0.06698962,0.19291042,0.17279507,-0.13588619,0.12456747,0.21413302,-0.16,0.022206843,0.059115727,0.153787,-0.06299116,0.11909266,-0.14769705,0.103406385,0.048227604,0.029773165,0.03844675,0.029773165,0.07972319,-0.03844675,-0.059115727,-0.048227604,0.027128028,0.09842368,0.2069358,-0.30142254,-0.24415225,0.035432525,0.17279507,-0.09842368,0.25990003,0.022206843,0.008858131,0.008858131,0.029773165,-0.027128028,0.153787,-0.13588619,0.16,0.07111111,671
0.008858131,-0.019930797,0.019930797,-0.12456747,0.18608227,0.09356401,0.13016532,0.09842368,-0.055363324,-0.017777778,0.008858131,0.19986159,-0.10851211,0.09842368,0.06698962,-0.055363324,-0.24415225,0.010396002,-0.048227604,-0.18608227,-0.044844292,-0.06299116,-0.048227604,0.09842368,0.017777778,-0.041584007,-0.044844292,-0.041584007,0.2679585,-0.03844675,-0.007443291,-0.153787,0.2214533,-0.19291042,0.11374087,0.22889657,-0.18608227,0.008858131,-0.10851211,0.07972319,-0.022206843,-0.07111111,0.008858131,-0.19986159,0.027128028,0.055363324,0.06698962,0.13588619,0.103406385,0.019930797,-0.013840831,0.13588619,-0.0022145328,-0.22889657,0.1417301,0.019930797,-0.05173395,-0.1417301,-0.34602076,0.01574779,-0.07111111,-0.25990003,-0.019930797,0.17279507,747
-0.044844292,-0.2214533,-0.1417301,-0.075355634,0.06698962,-0.07972319,0.1417301,-0.035432525,0.07111111,-0.16,0.08421376,-0.044844292,-0.2069358,-0.022206843,-0.09356401,0.008858131,-0.075355634,0.09842368,0.1417301,0.2214533,-0.06299116,-0.13016532,-0.055363324,0.075355634,0.075355634,0.12456747,0.2069358,-0.19986159,0.2069358,0.017777778,-0.17279507,-0.01574779,-0.03844675,0.18608227,0.022206843,0.28444445,-0.19986159,-0.08421376,-0.14769705,0.013840831,0.01574779,0.13016532,-0.048227604,0.06299116,0.044844292,-0.153787,-0.08421376,-0.059115727,0.13588619,-0.19291042,-0.28444445,0.012056901,0.05173395,-0.03254133,0.21413302,-0.09842368,0.02460592,0.027128028,-0.00615148,-0.029773165,0.09842368,-0.103406385,-0.17279507,-0.029773165,748
0.029773165,-0.019930797,0.21413302,-0.041584007,-0.17279507,0.041584007,0.0009842368,0.055363324,-0.059115727,-0.075355634,-0.075355634,0.03844675,-0.2214533,0.035432525,0.017777778,0.19986159,-0.007443291,0.17937717,-0.08882737,0.13016532,-0.2069358,0.14769705,0.25196463,0.12456747,0.075355634,-0.08421376,0.2069358,-0.041584007,-0.19291042,0.16633603,-0.075355634,0.044844292,-0.153787,-0.05173395,0.017777778,-0.09356401,-0.24415225,0.08421376,0.17279507,-0.075355634,0.06698962,-0.08421376,-0.2364629,0.16633603,-0.02460592,0.18608227,-0.03254133,-0.029773165,-0.11909266,-0.029773165,0.12456747,0.08421376,-0.09356401,-0.08421376,0.13588619,0.09842368,0.07111111,0.010396002,-0.14769705,-0.19291042,-0.13588619,0.041584007,0.08882737,0.17279507,768
-0.12456747,-0.10851211,-0.16633603,-0.21413302,0.08421376,-0.05173395,0.27613994,-0.13016532,0.09356401,-0.09842368,-0.0039369473,-0.00153787,-0.2069358,0.027128028,-0.16,0.027128028,-0.12456747,0.055363324,0.075355634,-0.00615148,-0.0039369473,0.017777778,-0.153787,0.16633603,0.103406385,-0.048227604,0.19986159,-0.06698962,0.19291042,-0.10851211,0.075355634,-0.010396002,0.1417301,0.02460592,0.03844675,0.17279507,-0.28444445,-0.03844675,0.029773165,0.03254133,-0.017777778,0.029773165,-0.03844675,-0.035432525,0.055363324,-0.22889657,-0.022206843,0.059115727,0.2364629,-0.153787,-0.21413302,-0.055363324,0.019930797,-0.17279507,0.22889657,-0.048227604,-0.07972319,-0.14769705,-0.14769705,-0.0030142253,-0.01574779,-0.14769705,-0.09356401,0.14769705,823
-0.14769705,-0.16,-0.14769705,-0.153787,0.14769705,0.035432525,0.153787,-0.048227604,0.103406385,-0.013840831,-0.044844292,0.075355634,-0.13016532,0.10851211,-0.11909266,0.17279507,-0.16,0.17279507,0.16633603,-0.11909266,-0.08421376,-0.09356401,-0.017777778,0.18608227,0.13588619,-0.1417301,0.14769705,0.035432525,0.13016532,-0.1417301,0.03254133,-0.055363324,0.19986159,0.0039369473,-0.012056901,0.17279507,-0.22889657,-0.13016532,-0.03254133,0.25196463,0.035432525,0.004982699,-0.03254133,-0.03254133,0.017777778,-0.2069358,0.01574779,0.01574779,0.19291042,-0.19291042,-0.17937717,-0.03844675,0.019930797,-0.25990003,0.2069358,-0.059115727,-0.13016532,-0.09842368,-0.06299116,0.03254133,-0.055363324,-0.10851211,0.013840831,0.01574779,836
0.2364629,0.12456747,0.06698962,0.01574779,0.17937717,0.1417301,-0.03254133,0.12456747,0.08882737,-0.103406385,-0.022206843,-0.029773165,-0.10851211,-0.012056901,-0.08421376,-0.2364629,-0.153787,0.11909266,-0.048227604,0.1417301,-0.14769705,0.048227604,0.035432525,0.10851211,-0.16,0.02460592,0.12456747,0.13588619,0.029773165,0.0039369473,-0.25196463,0.11374087,-0.13588619,-0.055363324,-0.09842368,-0.17279507,0.0022145328,-0.103406385,0.017777778,0.10851211,-0.13016532,-0.06299116,-0.29287198,-0.03844675,0.041584007,-0.14769705,-0.07111111,-0.153787,-0.19291042,0.008858131,-0.041584007,0.035432525,-0.21413302,0.11909266,0.21413302,0.08882737,0.075355634,0.03254133,-0.09356401,-0.022206843,-0.13016532,-0.103406385,0.16633603,-0.21413302,839
-0.06698962,0.0009842368,0.30142254,-0.02460592,-0.17937717,0.08882737,-0.041584007,0.05173395,-0.12456747,0.01574779,-0.05173395,-0.027128028,-0.2364629,0.05173395,0.035432525,0.19291042,-0.10851211,0.13588619,-0.10851211,0.11374087,-0.07972319,0.02460592,0.153787,0.075355634,0.075355634,-0.103406385,0.19291042,-0.029773165,-0.13588619,0.012056901,0.02460592,0.05173395,-0.13016532,-0.035432525,-0.08421376,-0.075355634,-0.24415225,0.19986159,0.27613994,-0.00615148,0.103406385,-0.027128028,-0.16633603,0.08882737,-0.11909266,0.13588619,-0.06698962,-0.09356401,-0.11909266,-0.06698962,0.2069358,0.16633603,-0.09356401,-0.075355634,0.17279507,0.05173395,0.13588619,0.11374087,-0.14769705,-0.16,-0.17279507,0.07972319,0.103406385,0.11909266,841
0.19986159,0.02460592,-0.06698962,0.019930797,-0.029773165,0.0022145328,0.17279507,0.14769705,0.16,-0.019930797,0.08882737,-0.10851211,-0.07972319,0.017777778,0.029773165,0.0022145328,-0.2069358,0.048227604,0.01574779,-0.09842368,0.16,-0.010396002,-0.13588619,0.12456747,-0.18608227,0.11909266,0.010396002,0.09842368,-0.07111111,-0.075355634,-0.2214533,-0.09356401,-0.12456747,-0.13016532,-0.11374087,-0.027128028,0.055363324,-0.1417301,-0.21413302,0.059115727,-0.17937717,-0.09356401,-0.2364629,0.041584007,0.18608227,-0.13016532,-0.06299116,-0.059115727,-0.153787,-0.029773165,0.00615148,-0.013840831,-0.11909266,0.30142254,-0.03844675,-0.18608227,0.09842368,0.06299116,-0.08421376,-0.13016532,0.035432525,0.059115727,-0.048227604,-0.33685505,844
