lon,lat,label_name,dataset_name,index,geometry
-6.651862723802209,13.313757332993934,ananas,mali,1051,POINT (-6.651862723802209 13.313757332993934)
-6.8440927,12.8866556,ananas,mali-helmets-labelling-crops,59785,POINT (-6.8440927 12.8866556)
-6.7135704,13.155719,ananas,mali-helmets-labelling-crops,841,POINT (-6.7135704 13.155719)
-6.715760436609732,13.189842448904397,ananas,mali,20717,POINT (-6.715760436609732 13.189842448904397)
-6.7246012,13.2023982,ananas,mali-helmets-labelling-crops,55202,POINT (-6.7246012 13.2023982)
-6.7177657,12.957802,ananas,mali-helmets-labelling-crops,51925,POINT (-6.7177657 12.957802)
-6.7146863,13.1533916,ananas,mali-helmets-labelling-crops,1049,POINT (-6.7146863 13.1533916)
-5.4914274,11.4834864,ananas,mali-helmets-labelling-crops,63864,POINT (-5.4914274 11.4834864)
-6.8448172,12.8834558,ananas,mali-helmets-labelling-crops,62079,POINT (-6.8448172 12.8834558)
-6.7089494,13.1479436,ananas,mali-helmets-labelling-crops,2822,POINT (-6.7089494 13.1479436)
-6.912109802990755,13.104444165133764,ananas,mali,8307,POINT (-6.912109802990755 13.104444165133764)
-6.7826348,13.2221875,ananas,mali-helmets-labelling-crops,59364,POINT (-6.7826348 13.2221875)
-6.7926919,13.237024,ananas,mali-helmets-labelling-crops,2586,POINT (-6.7926919 13.237024)
-6.8453396,12.8754971,ananas,mali-helmets-labelling-crops,25976,POINT (-6.8453396 12.8754971)
-6.9436322,13.2800933,ananas,mali-helmets-labelling-crops,60812,POINT (-6.9436322 13.2800933)
-6.6981842876788855,13.330649378814956,ananas,mali,2106,POINT (-6.6981842876788855 13.330649378814956)
-6.9402731,13.2803312,ananas,mali-helmets-labelling-crops,58428,POINT (-6.9402731 13.2803312)
-6.9423489,13.2831149,ananas,mali-helmets-labelling-crops,61077,POINT (-6.9423489 13.2831149)
-6.7119039,12.9588636,ananas,mali-helmets-labelling-crops,50003,POINT (-6.7119039 12.9588636)
-6.616031164794105,13.293036104481509,ananas,mali,51333,POINT (-6.616031164794105 13.293036104481509)
-6.7096946,12.9707912,ananas,mali-helmets-labelling-crops,51315,POINT (-6.7096946 12.9707912)
-5.807156,11.5341272,ananas,mali-helmets-labelling-crops,9822,POINT (-5.807156 11.5341272)
-5.9182505,11.253641,ananas,mali-helmets-labelling-crops,7908,POINT (-5.9182505 11.253641)
-5.5003432,11.4552407,ananas,mali-helmets-labelling-crops,6884,POINT (-5.5003432 11.4552407)
-6.7552807,12.9405894,ananas,mali-helmets-labelling-crops,52588,POINT (-6.7552807 12.9405894)
34.23044,0.476019,ananas,kenya,10291,POINT (34.23044 0.476019)
-6.9395477,13.2828321,ananas,mali-helmets-labelling-crops,59143,POINT (-6.9395477 13.2828321)
-6.827091666666666,13.326016666666666,ananas,mali,63374,POINT (-6.827091666666666 13.326016666666666)
-6.7948716,13.2240594,ananas,mali-helmets-labelling-crops,58608,POINT (-6.7948716 13.2240594)
-6.87936277369442,13.335280237878742,ananas,mali,9304,POINT (-6.87936277369442 13.335280237878742)
-6.82686137216075,13.325949015523904,ananas,mali,65375,POINT (-6.82686137216075 13.325949015523904)
2.822052508287899,48.71459670372132,ananas,ile-de-france,58112,POINT (2.822052508287899 48.71459670372132)
-6.7180837,12.9433013,ananas,mali-helmets-labelling-crops,52352,POINT (-6.7180837 12.9433013)
-6.714965986754775,13.301791171514054,ananas,mali,66537,POINT (-6.714965986754775 13.301791171514054)
-6.8352276,12.8582396,ananas,mali-helmets-labelling-crops,63000,POINT (-6.8352276 12.8582396)
-6.8586502,13.338369,ananas,mali-helmets-labelling-crops,27067,POINT (-6.8586502 13.338369)
-6.7880071,13.2316871,ananas,mali-helmets-labelling-crops,32959,POINT (-6.7880071 13.2316871)
-6.7103675,12.9702331,ananas,mali-helmets-labelling-crops,51387,POINT (-6.7103675 12.9702331)
-6.6111249,13.3576867,ananas,mali-helmets-labelling-crops,45980,POINT (-6.6111249 13.3576867)
-6.9002329,13.3189884,ananas,mali-helmets-labelling-crops,55459,POINT (-6.9002329 13.3189884)
-6.8378339,12.8568948,ananas,mali-helmets-labelling-crops,62865,POINT (-6.8378339 12.8568948)
-6.8581488,12.8657293,ananas,mali-helmets-labelling-crops,15975,POINT (-6.8581488 12.8657293)
-6.936879,13.2771121,ananas,mali-helmets-labelling-crops,57081,POINT (-6.936879 13.2771121)
-5.7361087,11.6906669,ananas,mali-helmets-labelling-crops,7629,POINT (-5.7361087 11.6906669)
-6.9391064,13.2801118,ananas,mali-helmets-labelling-crops,58650,POINT (-6.9391064 13.2801118)
-6.8445403,12.8727033,ananas,mali-helmets-labelling-crops,62565,POINT (-6.8445403 12.8727033)
-6.8348615,12.8553418,ananas,mali-helmets-labelling-crops,62931,POINT (-6.8348615 12.8553418)
-6.7138927,12.964419,ananas,mali-helmets-labelling-crops,51625,POINT (-6.7138927 12.964419)
-6.8507659,13.32439,ananas,mali-helmets-labelling-crops,11582,POINT (-6.8507659 13.32439)
-6.8539909,13.324292,ananas,mali-helmets-labelling-crops,11992,POINT (-6.8539909 13.324292)
-5.3786359,11.4443421,ananas,mali-helmets-labelling-crops,63748,POINT (-5.3786359 11.4443421)
-6.9382039,13.2796911,ananas,mali-helmets-labelling-crops,57888,POINT (-6.9382039 13.2796911)
-6.9370607,13.2804157,ananas,mali-helmets-labelling-crops,57606,POINT (-6.9370607 13.2804157)
-6.8518583,13.3243101,ananas,mali-helmets-labelling-crops,11801,POINT (-6.8518583 13.3243101)
-6.7110837,13.1465802,ananas,mali-helmets-labelling-crops,2565,POINT (-6.7110837 13.1465802)
-6.8624252,13.3391161,ananas,mali-helmets-labelling-crops,27452,POINT (-6.8624252 13.3391161)
-6.7874734,13.2308124,ananas,mali-helmets-labelling-crops,29771,POINT (-6.7874734 13.2308124)
-6.6907514,12.9930413,ananas,mali-helmets-labelling-crops,51023,POINT (-6.6907514 12.9930413)
-6.7090802,12.9634855,ananas,mali-helmets-labelling-crops,49818,POINT (-6.7090802 12.9634855)
-5.3385113,11.4561947,ananas,mali-helmets-labelling-crops,63998,POINT (-5.3385113 11.4561947)
-6.9358577,13.2835565,ananas,mali-helmets-labelling-crops,59332,POINT (-6.9358577 13.2835565)
77.68506521,15.63847984,ananas,croplands,8179,POINT (77.68506521 15.63847984)
-6.7869511,13.2245637,ananas,mali-helmets-labelling-crops,56514,POINT (-6.7869511 13.2245637)
-6.7056651,12.9699286,ananas,mali-helmets-labelling-crops,49579,POINT (-6.7056651 12.9699286)
-6.8451957,12.8776983,ananas,mali-helmets-labelling-crops,25798,POINT (-6.8451957 12.8776983)
-6.8322524,12.8858927,ananas,mali-helmets-labelling-crops,14390,POINT (-6.8322524 12.8858927)
-6.9424452,13.2769588,ananas,mali-helmets-labelling-crops,60632,POINT (-6.9424452 13.2769588)
2.4327876599698484,48.5821151958196,ananas,ile-de-france,58116,POINT (2.4327876599698484 48.5821151958196)
-5.4912826,11.4841266,ananas,mali-helmets-labelling-crops,68880,POINT (-5.4912826 11.4841266)
-5.7083918,11.5782769,ananas,mali-helmets-labelling-crops,2425,POINT (-5.7083918 11.5782769)
-6.8631237,13.3391247,ananas,mali-helmets-labelling-crops,27616,POINT (-6.8631237 13.3391247)
-6.8792371953799965,13.335297535750705,ananas,mali,47918,POINT (-6.8792371953799965 13.335297535750705)
-6.8895234,13.3147086,ananas,mali-helmets-labelling-crops,55541,POINT (-6.8895234 13.3147086)
-6.604469808815855,13.362192879592827,ananas,mali,3634,POINT (-6.604469808815855 13.362192879592827)
-6.8596004,12.8637011,ananas,mali-helmets-labelling-crops,17809,POINT (-6.8596004 12.8637011)
-6.716663961446578,13.302501295369922,ananas,mali,46726,POINT (-6.716663961446578 13.302501295369922)
-6.912103374161454,13.104437791475304,ananas,mali,15280,POINT (-6.912103374161454 13.104437791475304)
-6.7397799,12.9225537,ananas,mali-helmets-labelling-crops,52460,POINT (-6.7397799 12.9225537)
34.1843,0.55044,ananas,kenya,56873,POINT (34.1843 0.55044)
-6.712819128506331,13.307408515915505,ananas,mali,47894,POINT (-6.712819128506331 13.307408515915505)
-6.8586292,12.8614813,ananas,mali-helmets-labelling-crops,18149,POINT (-6.8586292 12.8614813)
-5.4986015,11.5296355,ananas,mali-helmets-labelling-crops,37608,POINT (-5.4986015 11.5296355)
-6.706305599961117,13.194411818932426,ananas,mali,62081,POINT (-6.706305599961117 13.194411818932426)
34.28781,0.562793,ananas,kenya,19815,POINT (34.28781 0.562793)
-6.7558094,12.9380332,ananas,mali-helmets-labelling-crops,52639,POINT (-6.7558094 12.9380332)
-6.886438407156524,13.086486161425388,ananas,mali,17090,POINT (-6.886438407156524 13.086486161425388)
-6.9468818,13.2760364,ananas,mali-helmets-labelling-crops,60476,POINT (-6.9468818 13.2760364)
-6.8335897,12.8772004,ananas,mali-helmets-labelling-crops,24231,POINT (-6.8335897 12.8772004)
-6.9414887,13.2773605,ananas,mali-helmets-labelling-crops,60662,POINT (-6.9414887 13.2773605)
-6.7913144,13.2311807,ananas,mali-helmets-labelling-crops,55849,POINT (-6.7913144 13.2311807)
-6.8616671,12.8546275,ananas,mali-helmets-labelling-crops,21289,POINT (-6.8616671 12.8546275)
-6.912109802990755,13.104444165133764,ananas,mali,59105,POINT (-6.912109802990755 13.104444165133764)
-6.944514,13.2791688,ananas,mali-helmets-labelling-crops,60057,POINT (-6.944514 13.2791688)
-6.7855488,13.2212584,ananas,mali-helmets-labelling-crops,59088,POINT (-6.7855488 13.2212584)
-6.8325885,12.8760287,ananas,mali-helmets-labelling-crops,23704,POINT (-6.8325885 12.8760287)
-6.7037707,13.1547965,ananas,mali-helmets-labelling-crops,4093,POINT (-6.7037707 13.1547965)
-5.4658679,11.4714254,ananas,mali-helmets-labelling-crops,66520,POINT (-5.4658679 11.4714254)
-5.4912999,11.5269853,ananas,mali-helmets-labelling-crops,36869,POINT (-5.4912999 11.5269853)
-5.7503052,11.6012207,ananas,mali-helmets-labelling-crops,4118,POINT (-5.7503052 11.6012207)
-6.8901893,13.3145535,ananas,mali-helmets-labelling-crops,55579,POINT (-6.8901893 13.3145535)
34.29758,0.565611,ananas,kenya,13463,POINT (34.29758 0.565611)
-6.8526016,13.3370888,ananas,mali-helmets-labelling-crops,10706,POINT (-6.8526016 13.3370888)
-5.7542207,11.6681649,ananas,mali-helmets-labelling-crops,7502,POINT (-5.7542207 11.6681649)
-6.877078854501741,13.332172466451366,ananas,mali,37180,POINT (-6.877078854501741 13.332172466451366)
-6.6091106,13.3630005,ananas,mali-helmets-labelling-crops,44819,POINT (-6.6091106 13.3630005)
55.53158768257148,-21.2432051215848,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66833,POINT (55.53158768257148 -21.2432051215848)
55.531102548434454,-21.18410503061092,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67855,POINT (55.531102548434454 -21.18410503061092)
55.51880207350083,-21.224218934078113,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66405,POINT (55.51880207350083 -21.224218934078113)
2.1869612673641488,48.65725169482259,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46766,POINT (2.1869612673641488 48.65725169482259)
3.094797134064959,48.87031868508246,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47159,POINT (3.094797134064959 48.87031868508246)
2.7036653523334366,48.948702891213394,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47055,POINT (2.7036653523334366 48.948702891213394)
3.227279077554372,48.51014476509968,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46626,POINT (3.227279077554372 48.51014476509968)
55.57378385574514,-21.26641781565925,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67077,POINT (55.57378385574514 -21.26641781565925)
-60.89164049043368,14.560452320779849,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,40780,POINT (-60.89164049043368 14.560452320779849)
55.607245752279695,-21.33403007720184,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66328,POINT (55.607245752279695 -21.33403007720184)
55.662290720582504,-20.966969312540456,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66641,POINT (55.662290720582504 -20.966969312540456)
55.54155332799909,-21.24470291877392,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67391,POINT (55.54155332799909 -21.24470291877392)
55.59210401326481,-21.246894704372693,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66619,POINT (55.59210401326481 -21.246894704372693)
2.9352013086739928,48.16345106000974,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46857,POINT (2.9352013086739928 48.16345106000974)
3.315037599585164,48.426922369661646,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46674,POINT (3.315037599585164 48.426922369661646)
-61.17654287475854,14.773434213230468,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,34487,POINT (-61.17654287475854 14.773434213230468)
-60.889000213696455,14.576002287734832,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,33492,POINT (-60.889000213696455 14.576002287734832)
2.61098070452905,48.71989696080591,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47000,POINT (2.61098070452905 48.71989696080591)
-61.029033213076104,14.76885575223732,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,41314,POINT (-61.029033213076104 14.76885575223732)
1.8829368241498496,48.76702380218197,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47155,POINT (1.8829368241498496 48.76702380218197)
-61.14522477277276,14.736225301104184,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,38863,POINT (-61.14522477277276 14.736225301104184)
2.1482660897096584,49.060781203904526,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46802,POINT (2.1482660897096584 49.060781203904526)
55.5511948296255,-21.23884067278907,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66567,POINT (55.5511948296255 -21.23884067278907)
2.575370781982234,48.42617600643768,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47051,POINT (2.575370781982234 48.42617600643768)
-61.12448981248115,14.706270655421942,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,42869,POINT (-61.12448981248115 14.706270655421942)
-60.88790344306446,14.57702681983774,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,33369,POINT (-60.88790344306446 14.57702681983774)
2.276198364924516,48.680732095554454,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46637,POINT (2.276198364924516 48.680732095554454)
55.512209828002405,-21.030499627523735,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67188,POINT (55.512209828002405 -21.030499627523735)
2.955833911825815,48.72676970559967,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47111,POINT (2.955833911825815 48.72676970559967)
-60.96982420193755,14.621381356358524,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,45417,POINT (-60.96982420193755 14.621381356358524)
3.211426390132748,48.967538015821674,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46961,POINT (3.211426390132748 48.967538015821674)
2.0881990178581,49.02365789223707,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46809,POINT (2.0881990178581 49.02365789223707)
1.9513113939833535,48.64467268659432,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46698,POINT (1.9513113939833535 48.64467268659432)
55.53495490296751,-21.217037467871876,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67117,POINT (55.53495490296751 -21.217037467871876)
-61.11978384935053,14.782799574790388,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,44435,POINT (-61.11978384935053 14.782799574790388)
2.935080041488919,48.16391160222051,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46916,POINT (2.935080041488919 48.16391160222051)
55.51628407146481,-21.23953154394578,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67097,POINT (55.51628407146481 -21.23953154394578)
-61.01842104426515,14.722909654875131,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,45560,POINT (-61.01842104426515 14.722909654875131)
-61.12345308125752,14.705591796534124,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,43034,POINT (-61.12345308125752 14.705591796534124)
55.54798886645223,-21.241578473816443,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,67834,POINT (55.54798886645223 -21.241578473816443)
1.6365516623558152,48.78427764830566,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46690,POINT (1.6365516623558152 48.78427764830566)
55.586125542027595,-21.2359012533484,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66983,POINT (55.586125542027595 -21.2359012533484)
2.957511128867383,48.723980466642715,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47119,POINT (2.957511128867383 48.723980466642715)
1.8406694962480257,48.95789729714704,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46747,POINT (1.8406694962480257 48.95789729714704)
-61.18793544943622,14.808363973922932,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,36149,POINT (-61.18793544943622 14.808363973922932)
55.58616194699579,-21.23498599449984,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66964,POINT (55.58616194699579 -21.23498599449984)
55.54783232648062,-21.249110452569177,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66127,POINT (55.54783232648062 -21.249110452569177)
2.5691102154302228,48.415017200135686,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,47197,POINT (2.5691102154302228 48.415017200135686)
55.53059382866432,-21.245143187796028,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,66850,POINT (55.53059382866432 -21.245143187796028)
-61.13951443967367,14.701291034890252,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,37609,POINT (-61.13951443967367 14.701291034890252)
55.52310990911865,-21.339980370584477,"autre plante à parfum, aromatique et médicinale annuelle",reunion-france,68152,POINT (55.52310990911865 -21.339980370584477)
2.6057935247537665,48.46126918674342,"autre plante à parfum, aromatique et médicinale annuelle",ile-de-france,46912,POINT (2.6057935247537665 48.46126918674342)
-60.94361695192462,14.468197401697743,"autre plante à parfum, aromatique et médicinale annuelle",martinique-france,35080,POINT (-60.94361695192462 14.468197401697743)
