index,lon,lat,label_name
1185,34.2325649399866,-0.7089866308047391,None
1186,34.039175722189,-0.671433084286949,None
1187,35.2430196112762,1.12224083898864,None
1188,35.5010640347331,0.585023612018339,None
1189,35.5952427997336,1.14295459326961,None
1189,39.442917895,-0.768846093,None
118,34.16097088596505,0.041610370082392385,None
118,34.26506,0.583532,winter wheat
1190,35.3054233066086,1.11547892869131,None
1191,34.239432354369,-0.496485744902823,None
1192,35.5813885088207,0.752378153062464,None
1192,35.983006904,-2.010452856,None
1193,35.6032589906573,1.03120399642216,None
1194,35.596934045023,1.21524239842299,None
1195,35.6959622377803,1.20877602113343,None
1196,35.3884617377083,1.00926177660957,None
1197,35.4418066463756,-0.527383882755504,None
1197,35.733278123,-1.014592333,Other
1198,34.7731885293779,1.14798623596414,None
1199,35.1773992907169,-0.668784511325025,None
119,34.16658027280864,0.034511997151269576,None
119,34.26392,0.584494,eggplant
11,34.59584772443114,0.6554092728231261,None
11,34.2212,0.539823,millet
1200,35.1848007232773,1.10237786043817,None
1201,35.1230842697854,-0.6246812622122,None
1202,35.0164972518734,0.9064178201978479,None
1203,35.3126251409162,-0.444031463915024,None
1203,36.722311778,-1.759782035,None
1204,35.2332078501631,-1.01514772355615,None
1204,37.957840277,-3.732608458,None
1205,35.0696546901374,0.938129691600862,None
1206,35.040765708184,-0.620515876163649,None
1207,35.0174831980178,-0.457426975784556,None
1208,34.9899753692594,1.03492141623845,None
1209,35.0020822361618,-0.594794409715668,None
120,34.16986084741689,0.0678289019268059,None
120,34.26236,0.58434,millet
1210,34.9987506209771,0.766189274286322,None
1211,35.0390728420619,-0.846929856417581,None
1212,34.5484415925972,0.7104969462585929,None
1213,34.6764832710043,-1.09321889870231,None
1214,35.0078547163604,-0.4903387952725349,None
1215,35.5545615019185,-1.03223712636899,None
1216,35.3453194571483,0.465180144987291,None
1217,35.9883816846275,-0.9811011271218519,None
1218,34.7517162569226,0.64817724704873,None
1219,37.872857447913,-0.020534971538254,None
121,34.17801265283467,0.07029835065329866,None
121,34.26377,0.583017,eggplant
1220,39.5442997838752,-4.17875234203487,None
1221,35.4003798294196,-0.163838805108226,None
1222,35.6062788440697,-0.236761064368579,None
1223,39.3571371904267,-4.48920109520689,None
1224,39.6012571452901,-3.96508051525626,None
1225,35.0592450988738,-0.241016861665528,None
1226,39.6914161156493,-4.03514594884576,None
1227,39.6480914925953,-4.10494425089546,None
1228,39.6257648591576,-4.00015872595471,None
1228,36.969345612,-1.507820309,Other
1229,39.5968017218712,-4.02071469503653,None
122,34.235549550558225,0.08368043737901715,None
122,34.26422,0.582979,tournesol
1230,39.633100859146,-3.99912611521876,None
1231,39.6492042376576,-3.93791031106649,None
1231,35.984444208,-1.7592433,None
1232,34.7249722994099,-0.090255631537507,None
1233,34.7134647429016,-0.167221053810631,None
1233,34.744244469,-0.771001855,Other
1234,39.7043474380151,-3.97535697974933,None
1235,39.7043051534886,-4.0172378907528,None
1237,39.6218231700603,-4.02316838236613,None
1238,39.6039029366492,-4.00422507274916,None
1239,35.2980504056962,-0.358040957583005,None
123,34.23445463319132,0.08555777561585647,None
123,34.26387,0.582819,eggplant
1240,39.6808271114768,-3.98034398667147,None
1241,35.3330697911777,-0.241299642206744,None
1241,37.964847137,-2.745166935,None
1242,34.7616875456922,-0.109325730013881,None
1243,39.6256967336556,-4.06426897024672,None
1244,39.6928743546461,-4.04687461367918,None
1245,34.8079336138446,-0.231371457206093,None
1246,39.6559018570099,-4.04254176980128,None
1247,39.7060475216804,-4.03432638270804,None
1248,39.6624138940288,-4.01983171521591,None
1249,39.6848605929209,-3.95329328670151,None
124,34.234037547500314,0.08727227369889747,None
124,34.26252,0.583822,millet
1250,34.5212897721843,-0.083721306748057,None
1250,35.239929106,-1.266786205,None
1251,34.6133701271714,-0.253593315461351,None
1251,40.435005821,-2.501981714,None
1252,34.7328012215035,-0.165423163432455,None
1253,34.760570526738,-0.231039372088074,None
1254,39.6235427661058,-4.00483795560522,None
1255,39.6946854891448,-4.02072697314858,None
1256,39.6984433960664,-4.03142089912116,None
1257,34.7198341057827,-0.145376748007985,None
1258,36.8077540425586,-0.405784922298814,None
1259,37.1627345603637,-0.291689965354247,None
125,34.25506573735554,0.08861503742038224,None
125,34.27648,0.567186,millet
1260,37.1155325275668,-0.16288057704114,None
1261,37.0751335437349,-0.345005675569107,None
1262,36.6088179207006,-0.3753781390327299,None
1263,36.80080812335,-0.476899266916525,None
1264,37.1483943399587,-0.490948360524132,None
1265,37.1288923743932,-0.066245707437333,None
1266,36.8134463422389,-0.460789356345469,None
1267,38.1252322317124,-1.43463491348173,None
1268,37.3492845610602,-0.592939791729736,None
1269,34.9697386699092,0.356321088814786,None
126,34.25404103093516,0.08543142313662838,None
126,34.2751,0.568108,millet
1270,35.0036893619376,0.163399284711715,None
1271,37.5638076695718,-1.23727490036083,None
1272,37.6347713714818,-1.43908744126146,None
1273,37.0018629328534,-1.39452123519798,None
1274,35.0044023419506,0.206486749441999,None
1275,36.4572252963934,-1.57398193662653,None
1276,36.3722854751143,-1.46638738739761,None
1276,39.449924754,-1.260319908,None
1277,34.3486434603804,-0.179014583271117,None
1278,34.1205912016886,0.048270440205216,None
1279,34.9764617732809,0.459627217719727,None
127,34.277248254850385,0.07824050533032373,None
127,34.27467,0.568494,red clover
1280,36.971112976019,-2.00127846184677,None
1281,34.3974569278571,-0.193123876968367,None
1282,36.4453067448513,-1.56189576315996,None
1283,37.0333804809876,-1.82989446171753,None
1283,40.189229627,-0.772439029,None
1284,34.4228876994582,0.130984687549579,None
1285,34.1467861835546,-0.113825307631099,None
1286,36.6943439340262,-1.31613100084783,None
1287,36.7906956824911,-1.36516085913286,None
1288,36.911334100239,-1.17403208824532,None
1289,34.1970318318347,-0.21091800287732,None
128,34.27786510273975,0.07802159476298716,None
128,34.27596,0.567389,tournesol
1290,36.8093851448455,-1.29869405622363,None
1291,36.8030886506406,-1.36731770257232,None
1292,36.5419078449434,-1.11955223563955,None
1293,36.8851664520908,-1.24556287957898,None
1294,36.6987073677575,-1.28503453152995,None
1295,34.2506936302904,-0.057413902415746,None
1296,36.8038408297186,-1.21388004259105,None
1297,36.7550653491486,-1.30299984864436,None
1298,36.8492163550824,-1.37707598055897,None
1299,36.5668673606033,-1.04760140951138,None
129,34.275480991190854,0.08061576262944681,None
129,34.22924,0.473333,red clover
12,34.51653952576153,0.647809328571876,None
12,34.22091,0.540163,millet
1300,36.9318173024897,-1.24263287770066,None
1301,36.9076774895766,-1.17111295880258,None
1302,36.3412245698291,-1.04859981576493,None
1303,36.7949214671986,-1.24684968676735,None
13046,39.25,-2.047619048,None
1304,35.9781229536469,-0.596012055405005,None
1305,36.7471303973651,-1.26350747003669,None
1306,36.4143615623982,-0.8468135796815561,None
1306,38.21241996,-3.491086054,None
1307,35.7005094834565,-0.526569906691986,None
1308,36.8594194501358,-1.22961754020594,None
13099,35.25,1.952380952,Other
1309,36.9339066969415,-1.42684156175898,None
130,34.273367752449445,0.07479277271281774,None
130,34.22915,0.473459,millet
1310,36.738844508448,-1.36095500723291,None
1311,34.576194116801,-0.000724770956393,None
1312,34.7005240672436,-0.017407152988858,None
1313,37.990332576939,-2.21495192532858,None
1313,40.680782014,-0.764714212,None
1314,37.3903566937581,-1.73035343276428,None
1314,40.685632917,-2.005604932,None
1315,34.7639120986401,0.053171699473324,None
13160,36.25,0.952380952,None
1316,34.7617591872075,0.073616179602223,None
1317,37.8259323947059,-1.7885766742533,None
1317,38.205592764,-1.012616348,None
13180,40.25,-0.047619048,None
1318,34.732423541033,0.064103826917756,None
1319,34.7068305566458,0.047775632159789,None
131,34.275161053504185,0.07769558611487565,None
131,34.22943,0.473043,millet
1320,34.7027486586681,0.08871100035576701,None
1321,34.5861544687014,-0.008805479432586,None
1322,37.9379709824121,-2.42186176675234,None
1322,37.960451482,-1.264647519,Other
1323,37.8385663773267,-2.13113899948671,None
13242,40.25,-2.047619048,None
1324,37.6568534436064,-1.72935710036898,None
1325,39.7790015944411,-3.73185122908278,None
1325,36.475457606,-2.255519956,None
1326,39.6234039725963,-3.246477144885171,None
1326,35.97689836,-1.509616317,None
1327,36.5825119817516,-0.612178331410157,None
1328,39.8529264790864,-3.51332543190282,None
1329,39.6243584437276,-3.08982144196813,None
1329,35.980132295,-0.768127505,Other
132,34.26957677046879,0.07491441745963574,None
132,34.2296,0.473323,millet
1330,39.5891347465181,-3.59635507079479,None
1331,36.3395296567181,-0.206983299566691,None
13326,38.25,0.952380952,Other
1332,36.5624913819379,-0.221739475322792,None
1333,40.1047340527056,-3.12639384393627,None
1334,36.5433738797515,-0.170142990313897,None
1335,36.3084101256321,-0.131769294403687,None
1336,36.3749980654408,0.031415817226973,None
13372,39.25,-1.047619048,None
1337,36.6036262149375,-0.391924125800576,None
1338,37.9865761732363,-0.123753868133047,None
1339,35.2748743687259,0.915007881731279,None
133,34.28609710631723,0.05851480459045742,None
133,34.23133,0.47408,red clover
1340,35.047219808027,0.563461440064625,None
1341,36.1483130230676,-1.24182111521122,None
1342,35.1854297258887,0.456093591493647,None
1343,35.9879782997078,-1.04219006637971,None
1343,38.705050325,-2.995838237,None
13443,39.25,1.952380952,None
1344,38.65178571,-3.75,Other
1344,35.313976794941,0.795793536662735,None
1345,35.1727381482287,0.665132830889957,None
1346,35.8495701733864,-1.18026167996496,None
1346,38.949029888,-2.996555907,None
1347,35.1907565513526,0.644220064942631,None
1348,34.6639078086922,-0.670434465730711,None
13496,40.25,0.952380952,None
1349,35.2536904882111,0.67813056041354,None
1349,39.941656803,-2.010452856,None
134,34.281969295556166,0.05810340262977758,None
134,34.23104,0.474145,cherries
1350,35.4869875990745,0.869091721350352,None
1351,34.8191755440814,0.58763397028381,None
1352,34.8705950401815,0.573796553607372,None
1353,34.7336597565582,0.323654887451109,None
1354,34.8309664453532,0.301029326156794,None
1355,37.046852326256,-1.02356034846824,None
1356,34.8509941091155,-0.595635313910018,None
1357,34.7184008801941,0.295825106489798,None
1358,34.766716723644,-0.771175322154023,None
1359,37.2258128108281,-0.838220575749131,None
135,34.2812578060146,0.06610567865663691,None
135,34.231,0.473659,millet
1360,37.1185275532214,-0.8601949709842319,None
1361,36.9248900364298,-0.212474598383506,None
1362,37.0440747796842,-0.617292929423318,None
1363,36.9610782181851,-0.680499121392772,None
1364,36.8747268710664,0.12869802017293,None
1365,36.5671480953557,0.3544618570460989,None
1366,36.3778869710156,0.356732773509731,None
1367,37.1969080627221,-0.676807636042585,None
1368,37.0276475753204,-0.593949669440703,None
1368,39.937883879,-2.005425379,None
1369,36.6449549441013,0.47855688186349,None
136,34.27910390795619,0.06557316564051609,None
136,34.23114,0.473491,red clover
13702,38.25,-3.047619048,None
1370,36.6380731819529,0.4647601048912791,None
1371,36.9386407202303,0.04764700562378299,None
1372,37.044823161199,0.024579049658776,None
1373,34.2466000812605,-0.8249124361002589,None
1374,36.9328813453289,0.069384311014431,None
13752,37.25,-2.047619048,None
1375,36.4260462691164,0.492401535262328,None
1376,37.0304000579963,-0.753636052649921,None
1377,37.0852594818372,-0.00128883210852,None
1378,37.0140273898961,0.054952899519534,None
1379,34.130432655664,0.37433208483178,None
1379,36.231118717,-2.007400461,None
137,34.27792298904856,0.05807468273079762,None
137,34.23081,0.473418,winter rye
1380,36.6439503691917,0.22233506308466,None
1381,34.5087922897005,-0.960149795104816,None
1382,34.6539874845638,-1.24512346322983,None
1382,34.993254598,-1.018544298,Other
1383,34.5916241749058,-1.00263967342753,None
1384,34.1948144927137,0.547811427934502,None
1385,34.1737034628426,0.59743270559088,None
1386,36.9770956838037,-1.1216370656305,None
1387,36.691038314331,-1.20184466859385,None
1388,34.5368883492614,-1.21965246181827,None
1389,34.1941821316177,-0.96750437403409,None
1389,36.969884601,-2.004168508,None
138,34.284800940772755,0.05703052581062847,None
138,34.23068,0.47396,millet
1390,34.1676329906994,-1.03465677520411,None
1391,34.3393731585384,0.3605592293277821,None
1392,34.4108967469083,0.730736233825419,None
1393,34.0485043902352,0.214148507263993,None
1394,36.5930871921623,-1.04274534618731,None
1395,36.6763969163616,-1.23111191644319,None
1396,37.791571971376,0.4923236838230309,None
1397,36.35119048,-1.25,None
1397,38.3928584378545,-0.049276866277311,None
1398,36.5642806217187,-1.25007408949278,None
1399,36.8846311010005,-1.18778142950328,None
139,34.2819842056553,0.0516687230833746,None
139,34.23135,0.474665,millet
13,34.48900397778911,0.6333633764141762,None
13,34.22095,0.540464,millet
1400,37.1324060848899,-1.06431648724362,None
1401,37.4908316946647,0.057306955588695,None
1402,36.5386018836462,-1.13860281877157,None
1403,36.5591592171119,-1.24506211957061,None
1403,38.456579186,-2.252468048,None
1404,36.7227363667994,-1.066057768918,None
1405,37.3239577121851,0.00548714231293,None
1405,37.716735323,-3.490548065,None
1406,36.900469175837,-1.42706697585014,None
1407,35.3598341918765,0.130989848620146,None
1408,37.156837021242,-1.58863736081942,None
1409,35.1142821351857,0.035285066722005,None
140,34.29616048958335,0.054195276645947685,None
140,34.23184,0.474318,millet
1410,35.0042573300064,0.37447653111165,None
1411,37.1267055349148,-1.46062697262728,None
1412,38.145197818012,0.415284129314659,None
1413,37.0706380093487,-1.34202561878554,None
1414,35.3335994370877,1.37614067889889,None
1415,36.9940809157727,-1.47874305723821,None
1416,35.7002081142627,1.61283121820523,None
1417,37.8039696125586,-0.467504100610692,None
1418,37.7080748842646,-0.768197294305806,None
1419,37.3892039160165,-0.8254269397423379,None
1419,36.9732982,-2.252827096,None
141,34.30280297451552,0.05555716170276948,None
141,34.23074,0.475758,red clover
1420,36.0667455201633,0.430796015407838,None
1420,38.699480771,-3.487858114,None
1421,36.0442002060921,0.468321772513677,None
1422,37.8844724197704,-0.484929476166547,None
1423,35.8232500146335,1.30003920955225,None
1424,37.6849307501045,-0.7604683197109668,None
1425,37.8295527978878,-0.482541676188247,None
1426,36.1402713337537,0.242255572702532,None
1427,36.1213111248879,0.362536273886454,None
142,34.37181999782837,0.04118148376726375,None
142,34.23055,0.475941,tournesol
1430,34.03781024290047,-0.25759194701566446,None
1431,33.99877295732374,-0.6167239327260547,None
1432,34.106515865515505,-0.8930836574864108,None
1433,34.66588153523778,-0.19107990699070881,None
1434,34.66588153523778,-0.3082287343004546,None
1435,35.35119048,-1.25,None
1435,34.39208915272607,-0.38879932010718826,None
1436,36.08462017711877,0.5760981523501845,None
1437,36.06550544818609,0.6725186039244746,None
1438,36.11955420631669,0.5649308040087531,None
1439,36.545454874933014,2.7592903626241188,None
143,34.37221712957209,0.0414089988533409,None
143,34.23044,0.476019,white sorghum
1440,36.25421087283619,3.080959283781616,None
1441,35.91313684605841,3.8764160795048697,None
1442,36.21270062827866,3.7461609696398677,None
1444,38.454243567,-2.995479402,None
1445,35.488220582,-1.513387928,None
1448,40.809657450359346,-2.345868760667837,None
144,34.38103532948274,0.0406735805683904,None
144,34.23073,0.475358,tournesol
1451,37.46269463,-1.262654962,Other
1452,40.91142637742928,-2.0015529500528815,None
1453,40.8902213217607,-2.004255695459038,None
1455,41.20247775081035,-1.9448035342911187,None
1455,39.44561284,-2.991891045,None
1456,35.912099141054135,3.5092851824949323,None
1457,36.229314300084205,3.3685545721281773,None
1458,35.84821553263836,3.641200896566085,None
1459,36.5497969615829,2.4192779757770095,None
145,34.367131365671284,0.04116280535148009,None
145,34.2305,0.475166,millet
1460,36.6910821833804,2.478254195339812,None
1461,36.603988553505225,2.514992155506443,None
1461,36.226627141,-0.768846093,Other
1462,33.97662146948822,0.1712566989563646,None
1463,33.96520055743032,0.10172370063805032,None
1464,34.83739694192815,-0.28690268005294106,None
1465,34.81984267548124,-0.3252958815388373,None
1466,34.79236625386282,-0.27095436311447485,None
1467,36.351165448787846,-0.8164379824191111,None
1468,36.280188519027895,-0.811200361009011,None
1469,36.30021591516109,-0.7354242811882117,None
146,34.365275679273516,0.06321911937743847,None
146,34.2312,0.47612,millet
1470,36.38522216011645,-0.7274831159548664,None
1475,37.96448781,-2.994223478,None
14771,39.95238095,3.25,None
1478,36.27751450257803,-1.9233363137226873,None
1478,34.98930201,-1.266965824,None
1479,36.24149743375484,-1.8936355305814987,None
147,34.35755794169089,0.06916322145493005,None
147,34.2314,0.47589,millet
14800,35.95238095,1.25,None
1480,36.26788576983064,-1.959373852839633,None
1481,36.275357226771696,-1.7620917951050172,None
1482,36.27737733740701,-1.8963765408455544,None
1483,36.27953127172481,-1.9053315945305849,None
1484,36.11668524234261,0.2670131559849856,None
1485,36.095486694255605,0.25260383357004423,None
1485,36.230040739,-1.012257078,Other
1486,36.116236924070066,0.19747182512585743,None
14871,38.95238095,-3.75,None
1487,36.10952619024654,0.20380869815512354,None
1488,36.12277598042093,0.19329460030518675,None
1489,36.11015292273286,0.1889359441200624,None
148,34.35485623012051,0.0702728482957042,None
148,34.23106,0.475958,tournesol
1490,36.07412730469643,0.3316731569406998,None
1491,36.071217425816826,0.35075535836897115,None
14921,40.95238095,0.25,None
1492,36.07517334798672,0.3491397006872158,None
1493,36.08513061433459,0.37901706762382664,None
1494,36.089161177878644,0.38189538953496993,None
1495,36.088788068992486,0.38905913603863174,None
14960,39.95238095,2.25,None
1496,36.105505330547,0.38531353492399445,None
14973,34.95238095,1.25,Other
1497,36.08307032205652,0.5103037384812441,None
1498,36.07841147116231,0.514739220632699,None
1499,36.058524776541695,0.5232522961891647,None
149,34.85483949188615,0.2797906120673336,None
149,34.23156,0.475536,ryegrass
14,34.46649559326309,0.6219388734097081,None
14,34.22095,0.540536,millet
15006,34.95238095,4.25,None
1500,36.06300766535132,0.522985468691245,None
1500,40.688148199,-2.006143591,None
15019,36.95238095,2.25,None
1501,37.216073640440165,-2.5672965668437424,None
1502,37.230719373545,-2.5683173361923552,None
15033,37.95238095,1.25,None
1503,37.275661577311624,-2.6767898858797574,None
1504,37.257928813044806,-2.672302479046646,None
1505,37.26678133608142,-2.6600453963080524,None
1506,37.15178571,-1.848214286,None
1506,37.269554412606006,-2.6635600614452026,None
1507,39.3520340571477,-0.1671463628577553,None
1508,39.36775982360939,-0.1714421632354347,None
1509,39.37224742038017,-0.17523934312475561,None
150,34.86723274961924,0.29140593833596656,None
150,34.23092,0.47631,white sorghum
1510,39.57841133806331,-0.34255845206546404,None
1511,39.565180237499476,-0.33725801270080713,None
1511,39.691209371,-1.76319402,None
1512,39.56257332465516,-0.32281491756412756,None
1513,39.561555531289855,-0.32207598339786503,None
1513,38.460172447,-1.018005394,None
1514,39.93272768853223,-1.122136817837879,None
1515,39.94267447208304,-1.1322539424623514,None
1516,36.15178571,0.151785714,None
1516,39.95816711962225,-1.1503207282239862,None
1517,39.83197926523619,-0.7842090297567795,None
1518,40.052874629825375,-1.5032234274599021,None
1519,40.07069203368656,-1.5650703323340864,None
151,34.87042800823869,0.27875357116644145,None
151,34.231,0.475699,millet
1520,40.09997900963227,-1.6104674955476526,None
1521,40.08068522480317,-1.6003793234471957,None
1522,40.11754803703664,-1.7477559384684396,None
1522,37.219074393,-1.509795917,Other
1523,40.11117335358743,-1.7673308043198825,None
15244,39.95238095,0.25,None
15249,39.95238095,-2.75,None
1524,40.12904875459963,-1.7353409008715497,None
1525,40.14185442535875,-1.8700572240033617,None
1526,40.11901499104431,-1.8538221870552793,None
1527,40.14552068580341,-1.8917033055906742,None
1528,40.140770144709435,-1.920479982247758,None
1528,39.694263643,-2.497673904,None
1529,40.1412841478975,-1.9205432769961956,None
152,34.837978651114256,0.2893990120105063,None
152,34.23653,0.479733,red clover
1530,40.14227742737166,-1.9577061477085775,None
1531,40.13456627064081,-1.9525546588218359,None
1532,40.14533523690554,-1.959115581847269,None
1533,40.149095020784934,-1.9630180184837787,None
1533,36.725006723,-1.507820309,Other
1534,40.137922372177385,-1.9663665753751385,None
1534,39.449745091,-2.25049328,None
15359,38.95238095,-2.75,None
1535,40.136947179874895,-2.005628167165376,None
1536,40.133677742008075,-2.005733568290679,None
15379,36.95238095,1.25,None
1537,40.13272123614691,-2.0030044678143137,None
15380,40.95238095,3.25,None
1538,40.12897663426089,-2.007072434121333,None
15390,39.95238095,-0.75,None
1539,40.1422439712667,-2.0126435242104903,None
153,34.85551221798539,0.2719932652467187,None
153,34.23632,0.479744,millet
1540,40.30760614099991,-2.3644771818929735,None
1541,40.319768294979234,-2.3358144912893506,None
1542,40.318944533905054,-2.3253137807402626,None
1542,38.454063903,-3.244299658,None
1543,40.31034917923679,-2.371445300053473,None
15444,40.95238095,1.25,None
1544,40.26928677398955,-2.382415635047566,None
1545,40.26048242145539,-2.3869702498406724,None
1546,40.33248134142103,-2.400752732591748,None
1547,40.342974807118374,-2.3970234286155536,None
1548,40.3307206928141,-2.403754932173056,None
1549,40.3453678362479,-2.408182041540027,None
154,34.85425560779425,0.2585016011261544,None
154,34.23617,0.479703,tournesol
1550,40.521382416219005,-2.528556898844682,None
1551,40.48973475772938,-2.518603409520945,None
1552,40.53938306853454,-2.5354155613549123,None
1553,38.77900123839008,-2.389214732657243,None
1554,38.786142930053884,-2.3840399814438444,None
1555,38.75614663152774,-2.3902884223830108,None
1555,38.952443486,-1.266247348,None
1556,38.79649049053189,-2.381325292368968,None
1557,38.649463188255815,-2.393331495342542,None
1558,38.671391352110135,-2.399137764623021,None
1559,38.70220754474205,-2.399617934132272,None
1559,35.98336623,-2.005784485,None
155,34.86648717954926,0.23533609094600158,None
155,34.23676,0.480232,millet
155,38.207389395,-2.003091188,None
1560,38.56769312102038,-2.397408430672922,None
1561,38.59597370652025,-2.4027012996528296,None
1562,38.51937505793622,-2.4128670717487863,None
1563,38.52970345658466,-2.4121361252795523,None
1564,38.463724990297514,-2.4276523262050045,None
1565,38.45721217232479,-2.4276020962488136,None
1566,38.406622820475405,-2.422981140730728,None
1567,38.41118112575909,-2.415220701033113,None
1568,38.322661719753874,-2.3355337528664366,None
1569,38.32611211415311,-2.315535785656321,None
156,34.85970748478768,0.25549505232029845,None
156,34.23602,0.479721,millet
1570,38.25062809267267,-2.199282576999466,None
1571,38.230438179869076,-2.1817487253564587,None
1572,38.20233349095186,-2.1612479417656045,None
1573,38.15924191384117,-2.0583278345766742,None
1574,38.167271111976454,-2.0686424631539113,None
1575,38.152708022757096,-2.0454462073673465,None
1576,38.1123373956404,-1.9560005853167166,None
1577,38.10460783131885,-1.9593563683416695,None
1578,38.10418313854073,-1.9452154593646942,None
1579,38.10178349449951,-1.9355935188467608,None
157,34.842731357052976,0.29981305121487967,None
157,34.2356,0.480028,millet
157,38.699121445,-2.009555093,None
1580,38.102945524631515,-1.9348993097460323,None
1581,38.094390119425164,-1.9288854325450828,None
1582,38.07960598165461,-1.8853851761497151,None
1583,37.77510114615564,-1.776733981936736,None
1584,37.72361213954289,-1.7773751427070235,None
1585,39.05059524,-4.148809524,None
1585,37.71547003548215,-1.7617856040663058,None
1586,37.70709107075537,-1.7582623866244014,None
1587,37.69709492468666,-1.7564439428529781,None
1588,37.6816134362829,-1.7617722509218086,None
1589,37.65507644675379,-1.7563917909317737,None
158,34.824178324819584,0.3131489790510753,None
158,34.236,0.480346,millet
1590,37.65937406599116,-1.7597038837101777,None
1591,37.67873998496098,-1.729497854692179,None
1592,37.66206708557962,-1.6831883873622173,None
1593,37.66390740512612,-1.6643007825398142,None
1594,37.56427513073273,-1.553848476519013,None
1595,37.47438111870074,-1.5228977311458671,None
1596,37.47138586203624,-1.5203524366789096,None
1597,37.45989068353202,-1.5211809357318438,None
1598,37.452758391802924,-1.5184828672629342,None
1599,37.44845106075587,-1.517850026146104,None
159,34.81199377436581,0.31757048762064877,None
159,34.29758,0.565611,white sorghum
15,34.29423501366767,0.6165062952167191,None
15,34.2203,0.541118,red clover
1600,37.42827938195697,-1.5045905317464305,None
1601,36.35580153141471,-0.7573905059557192,None
1602,36.270893336296076,-0.8218444755380657,None
1603,36.27483034608593,-0.7999982512981335,None
1604,34.23777799291962,-0.25891340195874285,None
1605,34.099881585521956,-1.013233502666398,None
1606,34.132658760412795,-1.0024477468760036,None
1607,34.07725638790346,-0.9959102133648953,None
1608,34.051625304557085,-1.0165557914965244,None
1609,34.17613272466399,0.06919643505944575,None
160,34.813134027869424,0.3185257941430213,None
160,34.29778,0.565387,red clover
1610,34.174180336440905,0.034772762654759266,None
1611,34.14992961956473,0.06991573545369807,None
1612,34.15100446145293,0.05377826955717917,None
1613,34.15074070942368,0.06024885126683849,None
1614,34.162552161000946,0.06052417632551418,None
1615,33.996867984344675,0.18582116129723386,None
1616,33.99276930104073,0.1752347946875369,None
1617,33.9915278030861,0.16885620952576844,None
1618,34.13351108920927,0.3639931435506235,None
1619,34.137764487087736,0.3696722373609767,None
161,34.81367415992122,0.3165709014910781,None
161,34.29752,0.564693,millet
1620,34.14862094389744,0.38407362344736673,None
1620,39.941656803,-2.995120567,None
1621,34.14973211448993,0.3830611001529941,None
1622,34.14554385610285,0.3827586581067818,None
1623,34.153299856716174,0.3835146436701979,None
